establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
CR-38-4-0000094;Vista, La;Extrahotelera;Casa Rural;Categoria Unica;C/ La Vista, 78, 66;Tenerife;Santa Cruz De Tenerife;Fasnia;Zarza (La);38570;1;2;-16.450836;28.234592
CR-38-4-0000096;Vera De La Hoya;Extrahotelera;Casa Rural;Categoria Unica;La Hoya, 11, 11;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Roque (El);38629;7;14;-16.632778;28085
CR-38-4-0000097;Casa Quemada;Extrahotelera;Casa Rural;Categoria Unica;Paraje De Teno Alto, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Buenavista Del Norte;38480;2;6;0;0
CR-38-4-0000099;Casa Pachele;Extrahotelera;Casa Rural;Categoria Unica;C/ Centinela, 11, 11;Tenerife;Santa Cruz De Tenerife;La Guancha;Guancha (La);38440;2;4;-16.657934;28.378164
CR-38-4-0000105;Tanquera, La;Extrahotelera;Casa Rural;Categoria Unica;Cmno. La Tanquera, 24, 24;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;5;11;-16.569755;28.359686
CR-38-4-0000106;Moral, El;Extrahotelera;Casa Rural;Categoria Unica;C/ Castillo, 13, 13;Tenerife;Santa Cruz De Tenerife;Arico;Sabinita (La);38589;2;4;-16.495548;28.180491
CR-38-4-0000108;Madreselva;Extrahotelera;Casa Rural;Categoria Unica;C/ Montañez, 22, 22;Tenerife;Santa Cruz De Tenerife;La Matanza De Acentejo;Matanza De Acentejo (La);38370;2;6;-16.4476;28.4514
CR-38-4-0000109;Suerteluna;Extrahotelera;Casa Rural;Categoria Unica;Camino Nuevo, 75 , 75;Tenerife;Santa Cruz De Tenerife;La Matanza De Acentejo;Matanza De Acentejo (La);38370;3;6;-16.436693;28.448852
CR-38-4-0000116;Deseada, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Miranda, 41, 41;Tenerife;Santa Cruz De Tenerife;Tacoronte;Tacoronte;38350;2;4;-16.399405;28.498334
CR-38-4-0000117;Tunera, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Manzano, 16, 16;Tenerife;Santa Cruz De Tenerife;Arico;Arico;38580;2;4;-16.502805;28.166504
CR-38-4-0000118;Dos Barrancos;Extrahotelera;Casa Rural;Categoria Unica;Bco. Bufadero, Valle Grande, 13 ,;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;Maria Jimenez;38180;3;10;-16.230291;28.504305
CR-38-4-0000121;Finca El Paso;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Chasna, 8 ,;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;4;10;-16.526734;28.379071
CR-38-4-0000124;Patio Ii, El;Extrahotelera;Casa Rural;Categoria Unica;Finca Malpais (Malpais), S/N;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;8;15;0;0
CR-38-4-0000126;Los Gavilanes;Extrahotelera;Casa Rural;Categoria Unica;C/. Los Gavilanes, 22 ,;Tenerife;Santa Cruz De Tenerife;Arico;Gavilanes (Los);38580;5;11;-16.497636;28.172402
CR-38-4-0000129;Finca Vista Del Teide;Extrahotelera;Casa Rural;Categoria Unica;Cmno La Faya, 19  (Antes C/ La Deseada) ,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Cueva Del Viento;38430;3;8;-16.711884;28.354093
CR-38-4-0000134;Finca Los Patos;Extrahotelera;Casa Rural;Categoria Unica;C/ Preventorio, 9, 9;Tenerife;Santa Cruz De Tenerife;El Rosario;Esperanza (La);38290;2;4;-16.372388;28.431238
CR-38-4-0000135;Pinos, Los;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Los Pinos, 47 (Las Lajitas),;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;3;6;-16.706064;28.362226
CR-38-4-0000136;Casa Pura;Extrahotelera;Casa Rural;Categoria Unica;Roque Las Tabaibas, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Palmar (El);38480;3;6;-16.851212;28.325062
CR-38-4-0000140;Bodega, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Bethencourt Afonso, 4, 4;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;San Miguel De Abona;38620;4;8;-16.618378;28.097282
CR-38-4-0000143;Rambla De Los Caballos, La;Extrahotelera;Casa Rural;Categoria Unica;Finca San Antonio (Paraje La Quinta),;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;2;4;-16.620358;28.394947
CR-38-4-0000146;Vera;Extrahotelera;Casa Rural;Categoria Unica;Barranco Chavez, 4, S/N;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;1;2;0;0
CR-38-4-0000148;Paseo, El;Extrahotelera;Casa Rural;Categoria Unica;C/ San Juan, 100, 100;Tenerife;Santa Cruz De Tenerife;Guimar;Güimar;38500;2;4;-16.42408;28.307649
CR-38-4-0000154;Virgen Del Rosario;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Ribera Del Mar, 11. (El Rosario), 11;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;San Juan De La Rambla;38420;2;4;-16.627576;28.395801
CR-38-4-0000159;Casa Tajaraste;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Lomo Acevedo, 10. (La Patita) ,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Amparo (El);38430;2;5;-16.7081;28.35081
CR-38-4-0000161;Casa Montiel;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Montiel, 18 A - Las Vistas (Apartado De Correos, 29),;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;1;2;-16.707466;28.344612
CR-38-4-0000163;Malpais Trece;Extrahotelera;Casa Rural;Categoria Unica;C/ Malpais, 13, 13;Tenerife;Santa Cruz De Tenerife;Garachico;Guincho (El);38450;8;15;-16.761436;28.370681
CR-38-4-0000164;Percuna, La;Extrahotelera;Casa Rural;Categoria Unica;Ctra. General Punta Hidalgo, 256 (Finca La Porcuna), 256;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Punta Del Hidalgo;38240;4;8;-16.318171;28.568928
CR-38-4-0000165;Belesa, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Trece De Septiembre, 13, 13;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38589;2;5;-16.479684;28.177879
CR-38-4-0000168;Finca La Quinta;Extrahotelera;Casa Rural;Categoria Unica;Ctra. San Pedro - Las Cruces, 4, 2;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;2;5;-16.773289;28.371386
CR-38-4-0000171;Viña Camello;Extrahotelera;Casa Rural;Categoria Unica;Hoya Del Camello, S/N;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Palmar (El);38480;4;11;-16.845987;28.353977
CR-38-4-0000175;Finca Los Ciruelos;Extrahotelera;Casa Rural;Categoria Unica;Cmno. La Deseada, 6 (Lomo Acevedo), 6;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Cueva Del Viento;38438;4;10;-16.710083;28.352227
CR-38-4-0000176;Monte Del Agua;Extrahotelera;Casa Rural;Categoria Unica;Lomo Corto, 3, 3;Tenerife;Santa Cruz De Tenerife;Los Silos;Erjos;38470;4;11;-16.805106;28.328847
CR-38-4-0000178;Topes, Los;Extrahotelera;Casa Rural;Categoria Unica;Camino Atravesado, 15, 15;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;4;10;-16.566199;28.365127
CR-38-4-0000181;Tio Paulo;Extrahotelera;Casa Rural;Categoria Unica;Pza. De La Iglesia, 5,;Tenerife;Santa Cruz De Tenerife;Vilaflor De Chasna;Vilaflor;38613;2;6;0;0
CR-38-4-0000187;Vergel, El;Extrahotelera;Casa Rural;Categoria Unica;Camino De Santo Domingo, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Tegueste;Socorro (El);38000;3;6;-16.366397;28.512805
CR-38-4-0000194;Finca Azebuche;Extrahotelera;Casa Rural;Categoria Unica;Lomo Hernández, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;4;10;0;0
CR-38-4-0000195;Furnia Del Bebedero;Extrahotelera;Casa Rural;Categoria Unica;Camino El Bebedero;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;1;5;-16.716806;28.359201
CR-38-4-0000199;Torre, La;Extrahotelera;Casa Rural;Categoria Unica;Finca La Torre, (El Socorro), S/N;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;3;10;-16.6042;28.39104
CR-38-4-0000200;Casa Museo;Extrahotelera;Casa Rural;Categoria Unica;C/ La Luz, 6,;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38589;1;2;-16.481966;28.17888
CR-38-4-0000201;Agroturismo Anaga;Extrahotelera;Casa Rural;Categoria Unica;Camino De Las Mercedes, 260, 260;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Mercedes (Las);38293;1;5;-16.295828;28.51714
CR-38-4-0000203;Gañania De Acevedo;Extrahotelera;Casa Rural;Categoria Unica;Finca Acevedo, S/N., S/N;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Cueva Del Viento;38430;1;3;0;0
CR-38-4-0000204;Casona De Acevedo, La;Extrahotelera;Casa Rural;Categoria Unica;Camino Marengo (Finca Acevedo), S/N;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Cueva Del Viento;38000;5;10;-16.702961;28.34954
CR-38-4-0000206;Doña Herminda;Extrahotelera;Casa Rural;Categoria Unica;_U;Tenerife;Santa Cruz De Tenerife;La Matanza De Acentejo;Matanza De Acentejo (La);38370;1;2;0;0
CR-38-4-0000210;Piedras, Las;Extrahotelera;Casa Rural;Categoria Unica;Las Piedras, S/N (Carrizal Alto), S/N;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Buenavista Del Norte;38480;1;2;-16.855976;28.319553
CR-38-4-0000211;Casita, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Jose Antonio, 13, 13;Tenerife;Santa Cruz De Tenerife;Arafo;Arafo;38550;2;4;-16.418313;28.33909
CR-38-4-0000212;Jardines De Milano;Extrahotelera;Casa Rural;Categoria Unica;Cmno. La Higuerita, S/N,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Montaña-Zamora;38419;8;15;-16.56657;28.391879
CR-38-4-0000214;La Cuadra;Extrahotelera;Casa Rural;Categoria Unica;C/ La Esperanza, 6 (Las Vegas), 6;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;1;4;-16.546795;28.144992
CR-38-4-0000252;Casa Renollon;Extrahotelera;Casa Rural;Categoria Unica;C/ Benitez De Lugo, 10,;Tenerife;Santa Cruz De Tenerife;Arico;Villa De Arico;38589;2;4;-16.501232;28.16657
CR-38-4-0000260;Casa Rural Altavista;Extrahotelera;Casa Rural;Categoria Unica;Cmno Altavista Esq Cmno Real De Altavista, 18;Tenerife;Santa Cruz De Tenerife;Arona;Arona;38640;4;7;-16.680614;28.101338
CR-38-4-0000263;Finca Las Cañitas;Extrahotelera;Casa Rural;Categoria Unica;Las Cañitas,;Tenerife;Santa Cruz De Tenerife;El Tanque;Tanque (El);38435;2;6;0;0
CR-38-4-0000272;Morro Catana Dos;Extrahotelera;Casa Rural;Categoria Unica;C/ Lomito, 9, 9;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Masca;38480;1;3;-16.84104;28.305359
CR-38-4-0000277;Casa Rosalia;Extrahotelera;Casa Rural;Categoria Unica;C/ El Sanguiñal, 4 (Llanito Perera), 4;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;2;4;-16.692612;28.357172
CR-38-4-0000278;Altos Cruz De Tea;Extrahotelera;Casa Rural;Categoria Unica;El Pinar, 1 (El Pinalete),;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Cruz De Tea;38600;1;3;-16.597057;28.144997
CR-38-4-0000281;Rosas, Las;Extrahotelera;Casa Rural;Categoria Unica;Cmno. La Tanquera, 7, 7;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;4;12;-16.56948;28.36035
CR-38-4-0000282;Casa Las Perez;Extrahotelera;Casa Rural;Categoria Unica;C/ Guajara, 23 (Las Vegas), 23;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;2;5;-16.547785;28.146144
CR-38-4-0000284;Piedra Viva;Extrahotelera;Casa Rural;Categoria Unica;Avda. Bayon, 62, 62;Tenerife;Santa Cruz De Tenerife;Guimar;Escobonal (El);38500;1;4;-16.423672;28.255319
CR-38-4-0000286;La Cruzada;Extrahotelera;Casa Rural;Categoria Unica;La Cruzada,;Tenerife;Santa Cruz De Tenerife;Los Silos;Silos (Los);38470;3;10;-16.817391;28.364941
CR-38-4-0000292;Casa Rural La Dica;Extrahotelera;Casa Rural;Categoria Unica;C/ Vista Del Balo, 37, 37;Tenerife;Santa Cruz De Tenerife;Arico;Icor;38592;2;7;-16.454599;28.207673
CR-38-4-0000293;Asomada Del Gato, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Anchieta, 45, 45;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;San Cristobal De La Laguna;38201;1;8;-16.318046;28.491112
CR-38-4-0000294;Casita Del Barranco, La;Extrahotelera;Casa Rural;Categoria Unica;El Rincón, 84;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;1;5;-16.516159;28.414384
CR-38-4-0000297;Casa Pancho;Extrahotelera;Casa Rural;Categoria Unica;C/ Lomo Angosto, 16, 16;Tenerife;Santa Cruz De Tenerife;Fasnia;Zarza (La);38579;2;8;-16.45396;28.232993
CR-38-4-0000299;Casa De La Palmera, La;Extrahotelera;Casa Rural;Categoria Unica;Carretera Tacoronte-Tejina, Nº 135(H), Polig 5 Parcela 239 (Antes Nº 141),;Tenerife;Santa Cruz De Tenerife;Tacoronte;Tacoronte;38350;2;5;-16.409627;28.494925
CR-38-4-0000302;La Tinta;Extrahotelera;Casa Rural;Categoria Unica;C/ Carrizal Bajo, S/N;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Carrizales (Los);38480;1;4;-16.865148;28.320932
CR-38-4-0000303;Erjos;Extrahotelera;Casa Rural;Categoria Unica;C/ Antonio Dorta Curbelo, 3,;Tenerife;Santa Cruz De Tenerife;El Tanque;Erjos Del Tanque;38435;1;3;-16.804453;28.324648
CR-38-4-0000309;Mora, La;Extrahotelera;Casa Rural;Categoria Unica;C/ Cataluña, S/N, 38;Tenerife;Santa Cruz De Tenerife;Guia Isora;Tejina;38680;1;2;-16.757751;28.184344
CR-38-4-0000313;La Malvasia;Extrahotelera;Casa Rural;Categoria Unica;Finca La Quinta, S/N;Tenerife;Santa Cruz De Tenerife;Arico;Arico Viejo;38580;6;15;-16.476284;28.180148
CR-38-4-0000315;Casa Las Vigas;Extrahotelera;Casa Rural;Categoria Unica;C/ La Florida, 40 , 40;Tenerife;Santa Cruz De Tenerife;Arico;Icor;38592;2;4;-16.471656;28.224767
CR-38-4-0000329;Casa Erques;Extrahotelera;Casa Rural;Categoria Unica;La Morra, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Guia Isora;Vera De Erque;38680;2;4;-16.742583;28.172719
CR-38-4-0000333;Alenes Del Mar, Los;Extrahotelera;Casa Rural;Categoria Unica;Cmno. De Los Alenes, Nº4,;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;Aguas (Las);38429;3;6;-16.63775;28.39395
CR-38-4-0000339;El Lance;Extrahotelera;Casa Rural;Categoria Unica;Cmno. El Lance, 119,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Amparo (El);38438;2;3;-16.720908;28.348418
CR-38-4-0000342;Viñedos De Marco, Los;Extrahotelera;Casa Rural;Categoria Unica;C/ La Caridad, 30,;Tenerife;Santa Cruz De Tenerife;Tacoronte;Caridad (La);38350;5;10;-16.392071;28.495953
CR-38-4-0000344;Casa Montiel;Extrahotelera;Casa Rural;Categoria Unica;Caserio Montiel, 24,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;2;4;-16.707466;28.344612
CR-38-4-0000354;Argelia;Extrahotelera;Casa Rural;Categoria Unica;C/ La Esperanza, 8 (Las Vegas), 8;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;1;6;-16.546887;28.144934
CR-38-4-0000355;Casa El Chorro;Extrahotelera;Casa Rural;Categoria Unica;Carrizal Alto, S/N.,;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Buenavista Del Norte;38000;1;2;-16.85693;28.319154
CR-38-4-0000360;Caserio Del Camino Real;Extrahotelera;Casa Rural;Categoria Unica;Antiguo Camino Real, S/N,;Tenerife;Santa Cruz De Tenerife;Fasnia;Fasnia;38570;8;24;-16.43291;28.239128
CR-38-4-0000366;Casa La Cuna;Extrahotelera;Casa Rural;Categoria Unica;Transversal A C/ Antonio Dorta Curbelo, 3,;Tenerife;Santa Cruz De Tenerife;El Tanque;Erjos Del Tanque;38435;1;3;-16.804368;28.327252
CR-38-4-0000367;Cha-Carmen;Extrahotelera;Casa Rural;Categoria Unica;La Vera, 10,;Tenerife;Santa Cruz De Tenerife;Fasnia;Sombrera (La);38579;1;3;-16.458163;28.219957
CR-38-4-0000370;La Hondura;Extrahotelera;Casa Rural;Categoria Unica;Finca La Hondura -Lomo Cho Patricio- Florida Alta,;Tenerife;Santa Cruz De Tenerife;La Orotava;Florida (La);38300;3;4;-16.498552;28.385537
CR-38-4-0000373;Casas Gordejuela;Extrahotelera;Casa Rural;Categoria Unica;Camino De La Rambla De Castro, S/N - La Gordejuela . Playa Fajana,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;3;6;-16.585861;28.398974
CR-38-4-0000377;Sofia;Extrahotelera;Casa Rural;Categoria Unica;C/ Guajara, 11 (Las Vegas),;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38594;2;4;-16.547523;28.145899
CR-38-4-0000400;Casa San Miguel;Extrahotelera;Casa Rural;Categoria Unica;Camino El Boqueron, 7,;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38270;2;5;-16.37873;28.50374
CR-38-4-0000427;Finca El Quinto;Extrahotelera;Casa Rural;Categoria Unica;Caserio Los Quintos, 37.,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Tigaiga;38410;14;26;-16.596284;28.390095
CR-38-4-0000450;Los Charcos;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Los Charcos, 1 - Barrio Las Canales, 1;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;6;10;-16.725109;28.364154
CR-38-4-0000452;Finca Zamora;Extrahotelera;Casa Rural;Categoria Unica;Residencia Zamora, La Vera,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Zamora (La);38419;1;2;0;0
CR-38-4-0000457;Casa Barranco Palmas;Extrahotelera;Casa Rural;Categoria Unica;Camino Las Palmas, 10,;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Palmar (El);38480;1;2;-16.846073;28.348255
CR-38-4-0000474;Los Rechazos;Extrahotelera;Casa Rural;Categoria Unica;Cmno Los Rechazos, 88,;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38000;1;2;-16.520709;28.4051
CR-38-4-0000477;Las Kentias;Extrahotelera;Casa Rural;Categoria Unica;Cmno El Boqueron, 4, 4;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38201;4;12;-16.376882;28.507553
CR-38-4-0000484;Finca Delicias;Extrahotelera;Casa Rural;Categoria Unica;Avda. Los Pescadores, S/N (Finca Delicias), S/N;Tenerife;Santa Cruz De Tenerife;Guia Isora;Alcala;38686;2;4;-16.82761;28.20196
CR-38-4-0000500;El Horno;Extrahotelera;Casa Rural;Categoria Unica;Lomo De Arriba, S/N  - Masca,;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;Masca;38480;1;2;-16.836793;28.303405
CR-38-4-0000502;El Caserio De Guaza;Extrahotelera;Casa Rural;Categoria Unica;Ctra Tf-66 Guaza-El Palmar, S/N - Finca Guaza Abajo O Del Coronel,;Tenerife;Santa Cruz De Tenerife;Arona;Guaza;38632;1;18;-16.679415;28.048008
CR-38-4-0000504;Finca El Roque;Extrahotelera;Casa Rural;Categoria Unica;Cmno El Roque, S/N,;Tenerife;Santa Cruz De Tenerife;Tegueste;Tegueste;38280;1;4;-16.314583;28.52425
CR-38-4-0000511;Masoala;Extrahotelera;Casa Rural;Categoria Unica;C/ Caridad, 4,;Tenerife;Santa Cruz De Tenerife;Tacoronte;Tacoronte;38350;3;6;-16.395593;28.496557
CR-38-4-0000513;Caserio El Boqueron;Extrahotelera;Casa Rural;Categoria Unica;_U;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38270;1;12;0;0
CR-38-4-0000536;La Fuente;Extrahotelera;Casa Rural;Categoria Unica;Cmno La Fuente, 119,;Tenerife;Santa Cruz De Tenerife;Arona;Valle San Lorenzo;38626;2;6;-16.644249;28.097022
CR-38-4-0000540;Hacienda El Terrero;Extrahotelera;Casa Rural;Categoria Unica;Ctra General Tf-5, Km 43-44;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;12;26;-16.614527;28.393077
CR-38-4-0000555;Finca El Isleñito;Extrahotelera;Casa Rural;Categoria Unica;Cmno Las Abiertas, S/N,;Tenerife;Santa Cruz De Tenerife;Garachico;Genoves;38450;1;2;-16.74456;28.36716
CR-38-4-0000574;Caserio De Guaza;Extrahotelera;Casa Rural;Categoria Unica;Avda Palm-Mar, 4, Esq., Ctra Tf-66 Finca Guaza,;Tenerife;Santa Cruz De Tenerife;Arona;Guaza;38632;5;20;-16.69786;28.02362
CR-38-4-0000582;Casa Rural Tasana;Extrahotelera;Casa Rural;Categoria Unica;Camino Tazana,;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Icod De Los Vinos;38430;0;0;-16.684887;28.380561
CR-38-4-0000583;Finca El Drago;Extrahotelera;Casa Rural;Categoria Unica;Via De Servicio De El Drago - Los Perales, El Ramal;Tenerife;Santa Cruz De Tenerife;La Orotava;_U;_U;6;29;-16.522192;28.397614
CR-38-4-0000585;Ruy Blas;Extrahotelera;Casa Rural;Categoria Unica;Camino Boquin;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;_U;_U;3;6;0;0
CR-38-4-0000586;Balcon Del Rincon;Extrahotelera;Casa Rural;Categoria Unica;Cmno. Bollullo;Tenerife;Santa Cruz De Tenerife;La Orotava;_U;_U;3;6;-16.519603;28.417134
CR-38-4-0000587;Casa Rural Altavista;Extrahotelera;Casa Rural;Categoria Unica;Cmno Altavista Esq Cmno Real De Altavista, 18;Tenerife;Santa Cruz De Tenerife;Arona;_U;_U;4;4;-16.680614;28.101338
CR-38-4-0000591;La Cruzada;Extrahotelera;Casa Rural;Categoria Unica;Carretera La Cruzada, 6;Tenerife;Santa Cruz De Tenerife;Los Silos;_U;_U;0;0;-16.817391;28.364941
CR-38-4-0000592;Casa Rural Masca Witch Garden;Extrahotelera;Casa Rural;Categoria Unica;Lomo De Arriba, 59;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;_U;_U;1;2;-16.836729;28.303189
CR-38-4-0000593;La Cruzada;Extrahotelera;Casa Rural;Categoria Unica;La Cruzada;Tenerife;Santa Cruz De Tenerife;Los Silos;_U;_U;0;0;-16.817391;28.364941
CR-38-4-0000594;La Cruzada;Extrahotelera;Casa Rural;Categoria Unica;La Cruzada;Tenerife;Santa Cruz De Tenerife;Los Silos;_U;_U;3;10;-16.817391;28.364941
CR-38-4-0000595;Los Dornajos;Extrahotelera;Casa Rural;Categoria Unica;Camino De Los Dornajos;Tenerife;Santa Cruz De Tenerife;Buenavista Del Norte;_U;_U;0;0;0;0
CR-38-4-0000596;Parque Dragomar;Extrahotelera;Casa Rural;Categoria Unica;Carretera De Guayonge;Tenerife;Santa Cruz De Tenerife;Tacoronte;_U;_U;0;0;0;0
CR-38-4-0000597;Casa Las Tenerias;Extrahotelera;Casa Rural;Categoria Unica;C/ Las Tenerías;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;_U;_U;4;8;0;0
CR-38-5-0000001;La Fontiña;Extrahotelera;Casa Rural;Categoria Unica;Lomo Machín Alto, 1;La Palma;Santa Cruz De Tenerife;Barlovento;Lomo Machín;38726;2;8;0;0
CR-38-5-0000002;Casa El Jócamo;Extrahotelera;Casa Rural;Categoria Unica;Fagundo,;La Palma;Santa Cruz De Tenerife;Puntagorda;Puntagorda;38789;1;4;-17.971997;28.770825
CR-38-5-0000004;Casa Villa Martina;Extrahotelera;Casa Rural;Categoria Unica;Fagundo, Fátima,;La Palma;Santa Cruz De Tenerife;Puntagorda;Fagundo;38789;1;5;0;0
CR-38-5-0000006;Casa El Tendal;Extrahotelera;Casa Rural;Categoria Unica;El Tributo, 14;La Palma;Santa Cruz De Tenerife;Puntagorda;Pinar (El);38789;1;2;-17.98143;28.77747
CR-38-5-0000008;Casa El Jaral;Extrahotelera;Casa Rural;Categoria Unica;El Jaral,;La Palma;Santa Cruz De Tenerife;Garafia;Santo Domingo (Capital);38787;1;2;-17.93236;28.83
CR-38-5-0000009;La Herbilla;Extrahotelera;Casa Rural;Categoria Unica;La Herbilla, La Piedra;La Palma;Santa Cruz De Tenerife;Garafia;Santo Domingo (Capital);38787;1;3;-17.948416;28.815893
CR-38-5-0000010;Casa Los Cardones;Extrahotelera;Casa Rural;Categoria Unica;La Pelada,;La Palma;Santa Cruz De Tenerife;Garafia;Tricias (Las);38787;1;4;-17.969323;28.787373
CR-38-5-0000011;Casa  El Frontón;Extrahotelera;Casa Rural;Categoria Unica;El Frontón,;La Palma;Santa Cruz De Tenerife;Garafia;Tricias (Las);38787;1;4;0;0
CR-38-5-0000012;Casa Margarita;Extrahotelera;Casa Rural;Categoria Unica;Faya Machorra, S/N;La Palma;Santa Cruz De Tenerife;Garafia;Cueva Del Agua;38787;1;4;0;0
CR-38-5-0000014;Casa  Maruca;Extrahotelera;Casa Rural;Categoria Unica;Las Cuevitas, S/N;La Palma;Santa Cruz De Tenerife;Garafia;Tablado (El);38787;1;5;0;0
CR-38-5-0000015;Casa Eloína;Extrahotelera;Casa Rural;Categoria Unica;Lomo De La  Florida,;La Palma;Santa Cruz De Tenerife;Barlovento;Cabezadas (Las);38726;1;4;-17.790646;28.813643
CR-38-5-0000016;Casa Peluquina;Extrahotelera;Casa Rural;Categoria Unica;Lomo De La  Florida, S/N;La Palma;Santa Cruz De Tenerife;Barlovento;Cabezadas (Las);38726;1;4;-17.790629;28.813564
