establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direcion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
H-38-6-0000022;Parador Nacional Conde De La Gomera;Hotelera;Hotel;Cuatro Estrellas;Cerro De La Horca, 1;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38800;60;112;-17.108296;28.091019
H-38-6-0000024;Argayall;Hotelera;Pension;Una Estrella;Playa De Argaga,;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38600;4;12;-17.32311;28.07915
H-38-6-0000025;Playamar;Hotelera;Pension;Dos Estrellas;La Playa,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38600;12;28;-17.342847;28.095148
H-38-6-0000026;Hotel Villa Gomera;Hotelera;Hotel;_U;_U;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38600;16;32;-17.112505;28.093239
H-38-6-0000027;Sonia;Hotelera;Pension;Una Estrella;Chipude,;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38600;7;10;-17.2835;28.109944
H-38-6-0000028;Ramón;Hotelera;Pension;Una Estrella;La Calera,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Calera (La) (Capital);38600;3;6;-17.334916;28.096441
H-38-6-0000029;Casa Amaya;Hotelera;Pension;Una Estrella;Mayor, 2;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38600;3;14;-17.266478;28.179171
H-38-6-0000030;Villa Aurora;Hotelera;Pension;Una Estrella;Borbalán,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38600;3;10;-17.336122;28.089617
H-38-6-0000031;Cueva Honda;Hotelera;Pension;Una Estrella;Cueva Honda, Playa Santiago,;La Gomera;Santa Cruz De Tenerife;Alajero;Alajero;38600;2;3;-17.197799;28.028542
H-38-6-0000033;La Castellana;Hotelera;Pension;Una Estrella;La Castellana, S/N;La Gomera;Santa Cruz De Tenerife;Hermigua;Hermigua;38600;3;16;-17.191555;28.170463
H-38-6-0000034;Hotel Gran Rey;Hotelera;Hotel;Tres Estrellas;La Puntilla,;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Puntilla (La);38600;99;198;-17.338859;28.089034
H-38-6-0000035;Hotel Torre Del  Conde;Hotelera;Hotel;Tres Estrellas;Ruiz De Padrón, 19;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38600;3;67;-17.111379;28.091397
H-38-6-0000036;Hotel El Cabrito;Hotelera;Hotel;Dos Estrellas;El Cabrito,;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;S. Sebastian De La Gomera;38600;3;46;-17.143726;28.063287
H-38-6-0000037;Hotel Suite El Paso;Hotelera;Hotel;Cuatro Estrellas;Lomo Los Cardos, S/N;La Gomera;Santa Cruz De Tenerife;Alajero;Alajero;38812;29;58;-17.239533;28.059684
H-38-6-0000038;Triana Ii;Hotelera;Hotel;Dos Estrellas;Avenida Guillermo Ascanio, S/N;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38840;18;36;-17.265342;28.180338
H-38-6-0000039;Jardin Concha;Hotelera;Hotel;Una Estrella;La Hurona, S/N;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;7;13;-17.336058;28.095743
H-38-6-0000040;Hotel Playa Calera;Hotelera;Hotel Urbano;Cuatro Estrellas;Playa Calera, 2;La Gomera;Santa Cruz De Tenerife;Valle Gran Rey;Valle Gran Rey;38870;63;130;-17.343768;28.095256
H-38-6-0000042;Bancal Hotel Spa;Hotelera;Hotel;Cuatro Estrellas;Sapu Turístico Lomo Del Clavo;La Gomera;Santa Cruz De Tenerife;San Sebastian De La Gomera;_U;_U;0;0;0;0
H-38-7-0000002;Sur Restinga;Hotelera;Pension;Dos Estrellas;El Varadero, 6;El Hierro;Santa Cruz De Tenerife;El Pinar De El Hierro;Restinga (La);38917;7;13;-17.979753;27.640747
H-38-7-0000003;Residencia Casañas;Hotelera;Pension;Dos Estrellas;San Francisco, 9;El Hierro;Santa Cruz De Tenerife;Valverde;Valverde;38900;15;30;-17.914704;27.80618
H-38-7-0000008;Boomerang;Hotelera;Hotel;Dos Estrellas;Doctor Gost, 1;El Hierro;Santa Cruz De Tenerife;Valverde;Valverde;38900;17;34;-17.91467;27.80845
H-38-7-0000009;El Guanche;Hotelera;Pension;Una Estrella;Panadería, 1 Cruz Alta;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;7;13;-18.016312;27.752567
H-38-7-0000010;Punta Grande;Hotelera;Hotel;Dos Estrellas;Punta Grande, 1 Las Puntas;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;4;8;-17.992107;27.797192
H-38-7-0000014;Parador De Turismo De El Hierro;Hotelera;Hotel;Cuatro Estrellas;_U;El Hierro;Santa Cruz De Tenerife;Valverde;Playas (Las);38910;45;90;-17.9583;27.717496
H-38-7-0000018;Balneario Pozo La Salud;Hotelera;Hotel;Tres Estrellas;Pozo De La Salud, S/N Próx. A Sabinosa;El Hierro;Santa Cruz De Tenerife;Frontera;Sabinosa;38912;22;34;-18.104783;27.756349
H-38-7-0000019;Caribe;Hotelera;Pension;Una Estrella;Punta Grande, S/N Las Puntas;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;4;8;-17.990727;27.796576
H-38-7-0000021;Ida-Inés;Hotelera;Hotel;Dos Estrellas;Belgara Alta, 2;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;11;22;-18.0046;27.754369
H-38-7-0000022;Atlántico;Hotelera;Pension;Una Estrella;Tigaday, 11;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;20;40;-18.017417;27.751836
H-38-7-0000024;El Sitio;Hotelera;Pension;Una Estrella;La Carrera, 26;El Hierro;Santa Cruz De Tenerife;Frontera;Frontera;38911;6;12;-17.997329;27.75564
H-38-7-0000025;Villa El Mocanal;Hotelera;Hotel;Dos Estrellas;Barlovento, 18;El Hierro;Santa Cruz De Tenerife;Valverde;Mocanal (El);38916;15;23;-17.941388;27.821009
H-38-7-0000026;Lua;Hotelera;Hotel;Dos Estrellas;C/Travesía Del Pino, 64 -El Pinar;El Hierro;Santa Cruz De Tenerife;El Pinar De El Hierro;Pinar (El);38914;11;20;-17.981421;27.702584
HMR-38-5-0000043;Los Piratas;Hotelera;Medio Rural;Categoria Unica;Camino La Justa;La Palma;Santa Cruz De Tenerife;Tijarafe;Arecida;_U;10;20;0;0
HR-35-1-0000001;Calas (Las);Hotelera;Hotel Rural;1 Palmera;Arenal, 36;Gran Canaria;Palmas (Las);Vega San Mateo;Lechuza (La);35329;10;20;-15.551186;28.003676
HR-35-1-0000004;Casa De Los Camellos;Hotelera;Hotel Rural;2 Palmeras;Progreso (El), - Esq. Retama, 12;Gran Canaria;Palmas (Las);Aguimes;Agüimes;35260;12;24;-15.446871;27.906132
HR-35-1-0000005;Maipez;Hotelera;Hotel Rural;1 Palmera;Ctra. De La Calzada, 104;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35017;10;22;-15.473684;28.058401
HR-35-1-0000006;Hacienda Del Buen Suceso (La);Hotelera;Hotel Rural;2 Palmeras;Carretera De Arucas A Bañaderos, Km. 1,;Gran Canaria;Palmas (Las);Arucas;Hoyas (Las);35413;18;35;-15.532036;28.126361
HR-35-1-0000007;Cortijo De San Ignacio Golf;Hotelera;Hotel Rural;2 Palmeras;Autopista Del Sur Gc-1, Km.6,4,;Gran Canaria;Palmas (Las);Telde;Telde;35218;18;34;-15.393899;28.020804
HR-35-1-0000008;Finca Las Longueras Casa Roja;Hotelera;Hotel Rural;1 Palmera;Finca Las Longueras, S/Nº;Gran Canaria;Palmas (Las);Agaete;Valle De Agaete;35480;10;22;-15.682767;28.090069
HR-35-1-0000009;Hacienda Del Molino (La);Hotelera;Hotel Rural;Categoria Unica;C/ Los Naranjos, 2;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;San Bartolome De Tirajana;35290;8;16;-15.573566;27.925394
HR-35-1-0000010;Mondalon (El);Hotelera;Hotel Rural;Categoria Unica;Carretera Los Hoyos, 124;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35000;10;20;-15.446776;28.039814
HR-35-2-0000002;Mahoh;Hotelera;Hotel Rural;2 Palmeras;Francisco Bordón Méndez, 1;Fuerteventura;Palmas (Las);La Oliva;Villaverde;35640;9;18;-13.910687;28.620956
HR-35-2-0000003;Los Rugama;Hotelera;Hotel Rural;2 Palmeras;Sitio De Dª Isabel Rugama, S/N;Fuerteventura;Palmas (Las);Puerto Del Rosario;Casillas Del Ángel;35611;13;26;-13.960927;28.491591
HR-35-2-0000004;Alma Calma;Hotelera;Hotel Rural;Categoria Unica;C/ Juan Méndez;Fuerteventura;Palmas (Las);La Oliva;_U;_U;4;10;-13.992066;28.583851
HR-35-2-0000006;El Cabo De Casa Marcos;Hotelera;Hotel Rural;Categoria Unica;C/ Los Geranios;Fuerteventura;Palmas (Las);La Oliva;Villaverde;_U;0;0;0;0
HR-35-2-0000007;Finca Luz;Hotelera;Hotel Rural;Categoria Unica;C/ Lucas Méndez, Nº;Fuerteventura;Palmas (Las);Puerto Del Rosario;_U;_U;0;0;0;0
HR-35-3-0000001;Finca De La Florida;Hotelera;Hotel Rural;2 Palmeras;El Islote, 90;Lanzarote;Palmas (Las);San Bartolome;San Bartolome;_U;15;30;-13.631267;29.00911
HR-35-3-0000002;Finca De Las Salinas;Hotelera;Hotel Rural;2 Palmeras;La Cuesta, 17;Lanzarote;Palmas (Las);Yaiza;Yaiza;35570;19;38;-13.762764;28.954635
HR-35-3-0000003;Embajador Del Atlantico, El;Hotelera;Hotel Rural;2 Palmeras;La Tegala, 30;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;_U;13;26;-13.827421;28.862409
HR-35-3-0000004;Finca Tomaren;Hotelera;Hotel Rural;Categoria Unica;Tomaren, 33;Lanzarote;Palmas (Las);San Bartolome;Islote (El);35550;7;22;-13.624091;29.019405
HR-35-3-0000005;Los Lirios;Hotelera;Hotel Rural;Categoria Unica;Camino Los Lirios;Lanzarote;Palmas (Las);Tias;Tias;35572;6;12;-13.658406;28.958465
HR-35-3-0000006;Caserio De Mozaga;Hotelera;Hotel Rural;Categoria Unica;Calle Malva;Lanzarote;Palmas (Las);San Bartolome;Mozaga;_U;12;29;0;0
HR-35-3-0000009;Cesar Lanzarote;Hotelera;Hotel Rural;Categoria Unica;Camino De San Pedro Pol 15 Pc 63;Lanzarote;Palmas (Las);Tias;Macher;_U;18;34;0;0
HR-38-4-0000001;Finca Salamanca;Hotelera;Hotel Rural;2 Palmeras;Ctra. Guimar - El Puertito, Km.1,5,;Tenerife;Santa Cruz De Tenerife;Guimar;Guimar;38500;20;39;-16.401251;28.312932
HR-38-4-0000002;San Miguel;Hotelera;Hotel Rural;2 Palmeras;C/ Las Morales, 2, 2-4;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;San Miguel De Abona;38620;16;32;-16.619558;28.097054
HR-38-4-0000003;Patio, El;Hotelera;Hotel Rural;2 Palmeras;Finca Malpais, 11, 11;Tenerife;Santa Cruz De Tenerife;Garachico;Guincho (El);38450;18;38;-16.739065;28.376434
HR-38-4-0000004;Victoria;Hotelera;Hotel Rural;2 Palmeras;Hermano Apolinar, 8, 8;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;14;28;-16.525202;28.388255
HR-38-4-0000005;Senderos De Abona;Hotelera;Hotel Rural;1 Palmera;C/ La Iglesia, 5,;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;16;38;-16.577274;28.126108
HR-38-4-0000006;Ohana;Hotelera;Hotel Rural;2 Palmeras;C/ Preventorio, 17, 17;Tenerife;Santa Cruz De Tenerife;El Rosario;Esperanza (La);38290;7;20;-16.37289;28.429233
HR-38-4-0000007;La Raya 1866;Hotelera;Hotel Rural;2 Palmeras;C/. La Raya, 25 (Barrio De La Hoya) ,;Tenerife;Santa Cruz De Tenerife;Guimar;Güimar;38500;6;15;-16.420253;28.316723
HR-38-4-0000009;Finca San Juan;Hotelera;Hotel Rural;2 Palmeras;C/ Mazape;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;San Juan De La Rambla;38420;8;16;-16.643748;28.391005
HR-38-4-0000010;Caserio Los Partidos;Hotelera;Hotel Rural;2 Palmeras;C/ Los Partidos De Franquis, 4 ,;Tenerife;Santa Cruz De Tenerife;El Tanque;San Jose De Los Llanos;38435;11;21;-16.791982;28.316109
HR-38-4-0000011;Nogal, El;Hotelera;Hotel Rural;1 Palmera;Camino Real, S/N.,;Tenerife;Santa Cruz De Tenerife;Vilaflor De Chasna;Escalona (La);38614;20;40;-16.662834;28.121924
HR-38-4-0000012;Fonda Central;Hotelera;Hotel Rural;1 Palmera;Grande, 26, 6;Tenerife;Santa Cruz De Tenerife;Adeje;Adeje;38670;11;22;-16.724733;28.122101
HR-38-4-0000017;"Costa Magica Suites &Amp; Spa";Hotelera;Hotel Rural;2 Palmeras;Cmno. La Costa, S/N. (Finca Oasis),;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Valle De Guerra;38270;12;22;-16.388754;28.542595
HR-38-4-0000018;Villa Ariadna;Hotelera;Hotel Rural;1 Palmera;Lomo Del Fuego, 90;Tenerife;Santa Cruz De Tenerife;Guimar;Guimar;38500;6;11;-16.418138;28.308364
HR-38-4-0000019;Quinta Roja, La;Hotelera;Hotel Rural;2 Palmeras;Glorieta San Francisco, S/N., S/N;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;20;40;-16.764264;28.373423
HR-38-4-0000029;Finca La Hacienda;Hotelera;Hotel Rural;1 Palmera;C/. Nuestra Sra. De Lourdes, 2,;Tenerife;Santa Cruz De Tenerife;Los Silos;Tierra Del Trigo (La);38479;9;24;-16.802766;28.352653
HR-38-4-0000031;Cañas, Las;Hotelera;Hotel Rural;2 Palmeras;C/. Del Medio Arriba, 21, 40;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;7;12;-16.585293;28.378436
HR-38-4-0000032;Casablanca;Hotelera;Hotel Rural;2 Palmeras;C/ Real, 146, 146;Tenerife;Santa Cruz De Tenerife;Los Realejos;Icod El Alto;38410;20;40;-16.619211;28.381918
HR-38-4-0000035;Bentor;Hotelera;Hotel Rural;1 Palmera;C/ Guillermo Camacho Y Perez Galdós, 6, 6;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;19;38;-16.588425;28.386578
HR-38-4-0000046;Finca El Navio;Hotelera;Hotel Rural;2 Palmeras;Prolongación Avda. Los Pescadores, S/N, S/N;Tenerife;Santa Cruz De Tenerife;Guia Isora;Alcala;38686;8;15;-16.828331;28.211437
HR-38-4-0000059;Casa Lena;Hotelera;Hotel Rural;Categoria Unica;C/ Mantillo, 18 (Charco Del Pino), 18;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Charco Del Pino;38595;2;4;-16.592087;28.103934
HR-38-4-0000060;La Correa Del Almendro ;Hotelera;Hotel Rural;Categoria Unica;Ctra De Altavista, 58, 58;Tenerife;Santa Cruz De Tenerife;Arona;Arona;38649;6;12;-16.676994;28.109076
HR-38-5-0000001;Finca  Del  Ingeniero ;Hotelera;Hotel Rural;1 Palmera;Camino El Reventón , 122;La Palma;Santa Cruz De Tenerife;Breña Alta;Buenavista De Arriba;38710;3;7;-17.79332;28.674761
HR-38-6-0000001;H-R Ibo Alfaro;Hotelera;Hotel Rural;1 Palmera;Finca Los Pajaritos,;La Gomera;Santa Cruz De Tenerife;Hermigua;Hermigua;38600;1;36;-17.19833;28.167075
HR-38-6-0000002;Villa De Hermigua;Hotelera;Hotel Rural;1 Palmera;Ctra. Gral, 117;La Gomera;Santa Cruz De Tenerife;Hermigua;Hermigua;38600;1;14;-17.198367;28.163765
HR-38-6-0000003;Tamahuche;Hotelera;Hotel Rural;1 Palmera;La Hoya, S/N;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38840;10;20;-17.264923;28.181902
HR-38-6-0000004;Hotel Escuela Rural Casa De Los Herrera;Hotelera;Hotel Rural;2 Palmeras;Ctra. General Tf-711,Barrio De La Encarnación,;La Gomera;Santa Cruz De Tenerife;Hermigua;Hermigua;38820;8;16;0;0
HR-38-6-0000005;Triana;Hotelera;Hotel Rural;1 Palmera;Triana, S/N;La Gomera;Santa Cruz De Tenerife;Vallehermoso;Vallehermoso;38840;10;16;-17.266006;28.17778
HR-38-6-0000006;Hotel Rural Los Lugo;Hotelera;Hotel Rural;Categoria Unica;Pintor Aguiar, 33;La Gomera;Santa Cruz De Tenerife;Agulo;Agulo;38830;10;17;-17.196291;28.186901
HR-38-6-0000007;Imada;Hotelera;Hotel Rural;1 Palmera;Imada, S/N;La Gomera;Santa Cruz De Tenerife;Alajero;Alajero;38812;7;14;-17.241328;28.086011
