establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direcion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
H-35-1-0000260;Palm Oasis;Hotelera;Hotel;Tres Estrellas;Einstein, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Sonneland;35290;234;509;-15.599943;27.765285
H-35-1-0000261;Morasol Suites;Hotelera;Hotel;Cuatro Estrellas;C/ Juan Diaz Rodriguez, 12;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;35130;88;220;-15.708889;27.782222
H-35-1-0000262;Pino (El);Hotelera;Hotel;Una Estrella;Cabildo Insular, 141;Gran Canaria;Palmas (Las);Teror;Teror;35330;9;18;-15.546032;28.066148
H-35-1-0000263;Puerto De Las Nieves;Hotelera;Hotel;Cuatro Estrellas;Alcalde Jose De Armas Medina, S/N;Gran Canaria;Palmas (Las);Agaete;Puerto De Las Nieves;35480;28;48;-15.710415;28.10256
H-35-1-0000264;"Gloria Palace Royal Hotel &Amp; Spa";Hotelera;Hotel;Cuatro Estrellas;C/ Tamara,  (Parcelas 3r Y 4r) Plan Parcial De Amadores, 1;Gran Canaria;Palmas (Las);Mogan;Barranco De Amadores;35130;197;399;-15.722674;27.79239
H-35-1-0000265;Parador Cruz De Tejeda;Hotelera;Hotel;Cuatro Estrellas;Cruz De Tejeda, S/N;Gran Canaria;Palmas (Las);Tejeda;Tejeda;35328;43;113;-15.599937;28.006675
H-35-1-0000266;Salobre Hotel Resort And Serenity;Hotelera;Hotel;Cinco Estrellas;Swing, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Salobre (El);35290;324;650;-15.650231;27.782187
H-35-1-0000267;Hotel Tui Blue Suite Princess;Hotelera;Hotel;Cuatro Estrellas;C/ Alcazaba, 4;Gran Canaria;Palmas (Las);Mogan;Taurito;35138;304;608;-15.751928;27.814339
H-35-1-0000268;Club Gran Anfi;Hotelera;Hotel;Cinco Estrellas;Anfi Del Mar, 4;Gran Canaria;Palmas (Las);Mogan;Patalavaca;35120;185;524;-15.700042;27.772058
H-35-1-0000269;Hotel Livvo Lago Taurito;Hotelera;Hotel;Tres Estrellas;Alcazaba, 2;Gran Canaria;Palmas (Las);Mogan;Taurito;35138;192;517;-15.751334;27.81693
H-35-1-0000270;Europalace;Hotelera;Hotel;Tres Estrellas;Hamburgo, 12;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;204;579;-15.559426;27.763982
H-35-1-0000272;Hotel Occidental Roca Negra;Hotelera;Hotel Urbano;Cuatro Estrellas;Alfredo Kraus, 42;Gran Canaria;Palmas (Las);Agaete;Turman (El);35480;140;375;-15.707735;28.106408
H-35-1-0000273;Hotel Livvo Valle Taurito;Hotelera;Hotel;Cuatro Estrellas;Parcela H-3,;Gran Canaria;Palmas (Las);Mogan;Taurito;35140;130;262;-15.752981;27.817075
H-35-1-0000274;Lopesan Baobab Resort;Hotelera;Hotel;Cinco Estrellas;Mar Adriático, 1;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Meloneras (Las);35100;677;1356;-15.599965;27.740909
H-35-1-0000275;Anfi Emerald Club;Hotelera;Hotel;Cuatro Estrellas;Luxemburgo, 4;Gran Canaria;Palmas (Las);Mogan;Arguineguin;35139;119;337;-15.715986;27.803933
H-35-1-0000278;Maracaibo;Hotelera;Hotel;Tres Estrellas;Avenida De Mogán;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;35130;102;304;-15.714443;27.786943
H-35-1-0000279;Hotel Hd Parque Cristobal;Hotelera;Hotel;Tres Estrellas;_U;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;233;923;-15.581667;27.761389
H-35-1-0000281;Mirador Maspalomas;Hotelera;Hotel;_U;_U;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Sonneland;35100;436;820;-15.601063;27.764151
H-35-1-0000282;H10 Costa Mogán;Hotelera;Hotel;Cuatro Estrellas;Playa Del Cura, 4;Gran Canaria;Palmas (Las);Mogan;Playa Del Cura (La);35138;125;250;-15.732883;27.79905
H-35-1-0000283;Hotel Kasa;Hotelera;Hotel;Una Estrella;General Vives, 75 1º;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35007;17;35;-15.431568;28.140376
H-35-1-0000284;Hostal Albacar;Hotelera;Hotel;Dos Estrellas;Padre Cueto, 14;Gran Canaria;Palmas (Las);Telde;Melenara;35215;14;22;-15.377053;27.989589
H-35-1-0000285;Maritim Playa;Hotelera;Hotel;Tres Estrellas;Avda. De Tenerife, , 10;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;116;348;-15.568943;27.760678
H-35-1-0000286;Dunas Maspalomas Resort;Hotelera;Hotel;_U;_U;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Campo Internacional;35100;262;872;-15.597718;27.750373
H-35-1-0000287;Casablanca;Hotelera;Hotel;Cuatro Estrellas;De Gran Canaria, 24;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;35130;97;291;0;0
H-35-1-0000288;Altamadores;Hotelera;Hotel;Cuatro Estrellas;San Borondón, 6;Gran Canaria;Palmas (Las);Mogan;Barranco De Amadores;35130;90;180;-15.718958;27.794383
H-35-1-0000289;Hotel La Aldea Suites;Hotelera;Hotel Urbano;Dos Estrellas;Calle Maestra Doña Josefa Sosa Suárez, 5;Gran Canaria;Palmas (Las);La Aldea De San Nicolas;Aldea De San Nicolás (La);35470;49;123;-15.78149;27.982983
H-35-1-0000290;Hotel Tusity Catalina;Hotelera;Hotel Emblematico;Categoria Unica;Calle General Vives;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35007;23;54;-15.431379;28.140207
H-35-1-0000291;Las Palmas Center;Hotelera;Hotel Urbano;Dos Estrellas;Valencia, 4;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35006;12;27;-15.432153;28.129674
H-35-1-0000292;Gold By Marina;Hotelera;Hotel;Cuatro Estrellas;Estados Unidos, 15;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;133;270;-15.572313;27.756775
H-35-1-0000293;Casa Mozart;Hotelera;Hotel Urbano;Tres Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35005;5;10;-15.434161;28.127932
H-35-1-0000296;Moraluz Los Helechos Sl;Hotelera;Hotel Urbano;Dos Estrellas;Benecharo, 13-15;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35009;27;39;-15.424051;28.150304
H-35-1-0000297;Hotel Melva Suite;Hotelera;Hotel Urbano;Cuatro Estrellas;Gardenia, 16;Gran Canaria;Palmas (Las);Firgas;Caldera (La);35432;8;16;-15.547655;28.103204
H-35-1-0000299;Wavia Hotel;Hotelera;Hotel Urbano;Tres Estrellas;Pajonales, 19;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35009;10;20;-15.431974;28.149227
H-35-1-0000300;Playa De Arinaga;Hotelera;Hotel Urbano;Una Estrella;Polizón, , 55 Playa De Arinaga;Gran Canaria;Palmas (Las);Aguimes;Playa De Arinaga;35118;4;8;-15.395652;27.857313
H-35-1-0000301;Santa Monica Suites Hotel;Hotelera;Hotel;Cuatro Estrellas;Costa Canaria, , 116 Parcela 73;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;182;546;-15.57249;27.750938
H-35-1-0000302;Arguineguin;Hotelera;Hotel Urbano;Una Estrella;Manuel Pérez De La Barrera,, 6 Arguineguin;Gran Canaria;Palmas (Las);Mogan;Arguineguin;35140;6;12;-15.681608;27.757624
H-35-1-0000303;Arguineguin Ii;Hotelera;Hotel Urbano;Una Estrella;Princesa Tenesoya, 66 Arguineguin;Gran Canaria;Palmas (Las);Mogan;Arguineguin;35140;7;19;-15.679722;27.765583
H-35-1-0000304;Villa Bandama Golf;Hotelera;Hotel Urbano;Cuatro Estrellas;Montañeta Cha María Miranda;Gran Canaria;Palmas (Las);Santa Brigida;Santa Brigida;35300;5;10;-15.468686;28.032897
H-35-1-0000305;"Hotel Labranda Marieta &Amp; Spa";Hotelera;Hotel;_U;_U;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;192;384;-15.563729;27.762249
H-35-1-0000306;Hotel Akeah Broncemar;Hotelera;Hotel;_U;Calle San Cristobal De La Laguna;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;179;537;-15.565719;27.761682
H-35-1-0000307;Calderones, Los;Hotelera;Hotel;Cuatro Estrellas;Ttoo Air Marin, 2;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Campo Internacional;35100;78;207;-15.600532;27.751732
H-35-1-0000309;Radisson Blu Resort & Spa Gran Canaria Mogan;Hotelera;Hotel;Cinco Estrellas;De Los Marrero, 35;Gran Canaria;Palmas (Las);Mogan;Playa De Mogan;35140;422;912;-15.75769;27.826091
H-35-1-0000310;Nayra;Hotelera;Hotel;Cuatro Estrellas;Irlanda, 25;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;46;92;-15.577199;27.757231
H-35-1-0000311;Seven Hotel & Wellness;Hotelera;Hotel;Cuatro Estrellas;Touroperador Tjaereborg, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35100;16;48;-15.588645;27.752172
H-35-1-0000312;Doña Luisa;Hotelera;Hotel Urbano;Tres Estrellas;Alfredo L. Jones, 29;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35008;35;70;-15.432767;28.142029
H-35-1-0000313;Hotel The Cathedral;Hotelera;Hotel Urbano;Dos Estrellas;Espíritu Santo, 6;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35001;5;10;-15.413005;28.100798
H-35-1-0000314;Arucas;Hotelera;Hotel Emblematico;Categoria Unica;Parroco Morales, 4;Gran Canaria;Palmas (Las);Arucas;Arucas;35400;5;16;-15.523451;28.118981
H-35-1-0000315;Bellasombra Suites;Hotelera;Hotel Urbano;Tres Estrellas;Musico Juan Reyes De Armas, 4;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Tafira Alta;35017;3;8;-15.457118;28.064463
H-35-1-0000316;Eó Maspalomas Resort;Hotelera;Hotel;Tres Estrellas;Touroperador Neckermann, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35100;84;252;-15.587531;27.756721
H-35-1-0000317;La Maresía;Hotelera;Hotel Urbano;Tres Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35010;24;52;-15.432153;28.129674
H-35-1-0000318;Canary Garden Club;Hotelera;Hotel;Tres Estrellas;Touroperador Old Wings, 1;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Campo Internacional;35100;116;348;-15.596072;27.75651
H-35-1-0000319;Santa Claudia;Hotelera;Hotel;Una Estrella;Timanfaya, 16;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;35130;29;57;-15.711432;27.794975
H-35-1-0000320;Nachosol Atlantic;Hotelera;Hotel;Cuatro Estrellas;Fuerteventura, 15;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;35140;51;102;-15.710225;27.785023
H-35-1-0000321;Design Plus Bex;Hotelera;Hotel Urbano;Cuatro Estrellas;León Y Castillo, 330;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35007;97;194;-15.430376;28.138914
H-35-1-0000322;Veintiuno·Emblematic Hotels ;Hotelera;Hotel Emblematico;Categoria Unica;Calle Espíritu Santo;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35001;16;32;-15.413825;28.100472
H-35-1-0000323;La Palmera Hotel Boutique;Hotelera;Hotel Urbano;Una Estrella;Rafael Dávila, 12;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35005;7;14;-15.430569;28.128166
H-35-1-0000324;Ciudad Del Mar;Hotelera;Hotel Urbano;Tres Estrellas;La Naval, 38;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35008;15;37;-15.428999;28.148989
H-35-1-0000325;Club Maspalomas Suites & Spa;Hotelera;Hotel;Cuatro Estrellas;Touroperador Ols Wings, 1;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35100;133;266;-15.597256;27.755185
H-35-1-0000326;Koala Garden Suites;Hotelera;Hotel;Cuatro Estrellas;Geminis, 1;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35100;233;657;-15.592297;27.762716
H-35-1-0000327;Hd Acuario Lifestyle;Hotelera;Hotel Emblematico;Categoria Unica;General Vives, 82, 84, 86,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35000;21;42;-15.431367;28.140698
H-35-1-0000328;Silken Saaj;Hotelera;Hotel Urbano;Cuatro Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35006;64;132;-15.430149;28.131212
H-35-1-0000330;Dunagolf;Hotelera;Hotel;Tres Estrellas;_U;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35290;120;360;-15.585548;27.751532
H-35-1-0000331;Silvi Marina;Hotelera;Hotel;Cinco Estrellas;Avenida Sargentos Provisionales;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;5;15;-15.570237;27.7615
H-35-1-0000332;Sanom Beach Resort & Spa;Hotelera;Hotel;Cuatro Estrellas;Sargentos Provisionales, 38;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;35;83;-15.576727;27.76053
H-35-1-0000333;Siglo Xvi;Hotelera;Hotel Emblematico;Categoria Unica;Marin Y Cubas, 2, Esquina Calle Duende,;Gran Canaria;Palmas (Las);Telde;San Juan;35215;7;14;-15.413765;28.003717
H-35-1-0000334;Puerto De La Luz;Hotelera;Hotel Urbano;Tres Estrellas;Rosarito, 33, Esquina C/ Pérez Muñoz, 19, Esquina Juan Rejón, 42,;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35008;144;288;-15.426859;28.148795
H-35-1-0000335;Eó Suite Hotel Jardín Dorado;Hotelera;Hotel;Cuatro Estrellas;Ttoo Tjaereborg, S/N;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Maspalomas;35100;114;342;-15.585005;27.755053
H-35-1-0000336;Agaldar;Hotelera;Hotel Emblematico;Categoria Unica;De Santiago, 14;Gran Canaria;Palmas (Las);Galdar;Galdar;35460;20;40;-15.655866;28.14524
H-35-1-0000337;Sahara Playa;Hotelera;Hotel;Dos Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;_U;121;238;0;0
H-35-1-0000338;Alfredo Beach Urban Hotel;Hotelera;Hotel Urbano;Tres Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35010;7;16;-15.434941;28.138646
H-35-1-0000339;Occidental Las Palmas;Hotelera;Hotel Urbano;Cuatro Estrellas;_U;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;Las Palmas De Gran Canaria;35010;70;155;-15.426087;28.121046
H-35-1-0000340;Posada De Juncalillo;Hotelera;Hotel Urbano;Una Estrella;_U;Gran Canaria;Palmas (Las);Galdar;Juncalillo;35460;9;25;-15.646141;28.038441
H-35-1-0000341;Hotel Veril Playa;Hotelera;Hotel;Tres Estrellas;Hamburgo, 8;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;Playa Del Ingles;35100;70;158;-15.557083;27.765156
H-35-1-0000342;Kumara Serenoa By Lopesan Hotels;Hotelera;Hotel;Cuatro Estrellas;Avenida Touroperador Fritidresor;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;144;320;-15.583368;27.751797
H-35-1-0000344;Hotel La Peregrina;Hotelera;Hotel Emblematico;Categoria Unica;Calle Peregrina;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;28;56;-15.415467;28.102828
H-35-1-0000345;Marina Suites;Hotelera;Hotel;Cuatro Estrellas;C/ Juan Díaz Rodríguez;Gran Canaria;Palmas (Las);Mogan;Puerto Rico;_U;216;450;-15.709428;27.781369
H-35-1-0000347;Boutique Hotel Cordial Malteses;Hotelera;Hotel Emblematico;Categoria Unica;Calle Malteses;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000348;Hotel Lumm;Hotelera;Hotel Urbano;Cuatro Estrellas;Calle Simón Bolivar (Esq. C/ Nicolás Estévanez);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;88;176;0;0
H-35-1-0000350;La Niña De Vegueta;Hotelera;Hotel Emblematico;Categoria Unica;Calle Doctor Chil, 13;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000351;Mg Poniente;Hotelera;Hotel Urbano;Tres Estrellas;Calle Nicolás Estévanez, 48 (Esq. C/ Bernardo De La Torre, 59-61);Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000352;Hotel Emeté;Hotelera;Hotel Urbano;Tres Estrellas;Calle Arístides Briand, 29;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000353;Cordial Plaza Mayor De Santa Ana;Hotelera;Hotel Emblematico;Categoria Unica;Plaza De Santa Ana, Nº 5 Y C/ Espíritu Santo, Nº 28;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000354;"Hotel Mogan Princess &Amp; Beach Club";Hotelera;Hotel;Tres Estrellas;Calle Albaicín;Gran Canaria;Palmas (Las);Mogan;_U;_U;0;0;0;0
H-35-1-0000355;Cay Beah Meloneras;Hotelera;Hotel;Tres Estrellas;Calle Mar Báltico;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
H-35-1-0000356;"Vital Suites Residencia Salud &Amp; Spa";Hotelera;Hotel;Cuatro Estrellas;Avenida De Gran Canaria;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;68;136;0;0
H-35-1-0000357;Cay Beach Princess;Hotelera;Hotel;Tres Estrellas;Avenida Touroperador Thomson Hol. 04;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;137;388;0;0
H-35-1-0000358;Sahera Hotel Boutique;Hotelera;Hotel Urbano;Una Estrella;Calle Ruben Dario, 4 Esq. Antonio Betancor Massiu, 9;Gran Canaria;Palmas (Las);Telde;_U;_U;11;22;0;0
H-35-1-0000359;Hotel Chatur Palmera Mar;Hotelera;Hotel;Tres Estrellas;Calle Montaña Clara, Nº5;Gran Canaria;Palmas (Las);Mogan;_U;_U;0;0;0;0
H-35-1-0000360;Hotel Ritual;Hotelera;Hotel;Tres Estrellas;Avenida 8 De Marzo;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
H-35-1-0000361;Servatur Hartaguna;Hotelera;Hotel;Tres Estrellas;Avenida La Cornisa;Gran Canaria;Palmas (Las);Mogan;_U;_U;64;128;0;0
H-35-1-0000362;La Vega De Ciudad Jardín Suites;Hotelera;Hotel Urbano;Dos Estrellas;Calle Fortuny, 3 Y Calle Brasil, 15;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;21;49;0;0
H-35-1-0000363;Masanet Emblematic Hotels;Hotelera;Hotel Emblematico;Categoria Unica;Calle Obispo Codina;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000364;Hotel Livvo La Escarlata;Hotelera;Hotel Urbano;Cuatro Estrellas;Calle Nicolás Estévanez;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;57;114;0;0
H-35-1-0000365;Maspalomas Villas Premium By Dunas;Hotelera;Hotel;Cuatro Estrellas;Av. Touroperador Air Marín;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
H-35-1-0000366;Hotel Palmitos;Hotelera;Hotel;Cuatro Estrellas;Diseminado Lomo Los Palmitos;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
H-35-1-0000368;Las Dunas De Santa Catalina Boutique House;Hotelera;Hotel Urbano;Dos Estrellas;Calle Maestro Valle;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;17;36;0;0
H-35-1-0000369;Hotel Ocean Hill;Hotelera;Hotel;Tres Estrellas;Avenida La Cornisa;Gran Canaria;Palmas (Las);Mogan;_U;_U;0;0;0;0
H-35-1-0000371;Cartagena De Indias;Hotelera;Hotel Urbano;Tres Estrellas;Calle Colombia;Gran Canaria;Palmas (Las);Las Palmas De Gran Canaria;_U;_U;0;0;0;0
H-35-1-0000372;La Marine Boutique Hotel;Hotelera;Hotel Urbano;Cuatro Estrellas;Calle Luis Morote;Gran Canaria;Palmas (Las);Telde;Melenara;_U;0;0;0;0
H-35-1-0000373;Sholeo Lodges Maspalomas;Hotelera;Hotel;Cuatro Estrellas;Avenida De Gran Canaria;Gran Canaria;Palmas (Las);San Bartolome De Tirajana;_U;_U;0;0;0;0
H-35-2-0000002;Tamasite;Hotelera;Hotel;Dos Estrellas;León Y Castillo, 9;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;18;34;-13.859025;28.49866
H-35-2-0000004;Avanti Hotel Boutique Fuerteventura;Hotelera;Hotel;Una Estrella;C/ Delfín, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;14;28;-13.867544;28.738242
H-35-2-0000006;Valeron;Hotelera;Hotel;Dos Estrellas;C/ Candelaria Del Castillo, 10;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;16;32;-13.856975;28.500285
H-35-2-0000007;Robinson Club Jandia Playa;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;373;756;-14.343144;28.048271
H-35-2-0000008;"R2 Bahia Playa Design Hotel &Amp; Spa - Adults Only";Hotelera;Hotel;Cuatro Estrellas;Avda. De Las Palmeras, S/N;Fuerteventura;Palmas (Las);Tuineje;Tarajalejo;35627;163;326;-14.118602;28.192661
H-35-2-0000009;Roquemar;Hotelera;Pension;Dos Estrellas;C/ Ruperto Gonzalez Negrin, 1;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;10;20;-13.858222;28.498667
H-35-2-0000010;Riu Palace Tres Islas;Hotelera;Hotel;Cuatro Estrellas;Grandes Playas,;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;375;725;-13.838537;28.712696
H-35-2-0000011;Riu Oliva Beach;Hotelera;Hotel;Cuatro Estrellas;Avda. Grandes Playas De Corralejo, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;243;486;-13.839986;28.708684
H-35-2-0000014;Paradisus/Innside Fuerteventura By Melia;Hotelera;Hotel;Cuatro Estrellas;Lg. Playa La Barca , S/N;Fuerteventura;Palmas (Las);Pájara;Playa Barca;35626;562;1096;-14.245284;28.137067
H-35-2-0000015;Macario I;Hotelera;Pension;Una Estrella;C/ Almirante Fontan Lobe, 10;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;12;22;-13.852184;28.501548
H-35-2-0000016;Solyventura;Hotelera;Hotel;Tres Estrellas;Escocia,;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;25;44;-14.228613;28.154888
H-35-2-0000019;Aldiana Fuerteventura;Hotelera;Hotel;Cuatro Estrellas;Melindraga, Nº 2;Fuerteventura;Palmas (Las);Pájara;Gaviotas (Las);35626;361;760;-14.31701;28.059332
H-35-2-0000020;Maxorata;Hotelera;Pension;Una Estrella;Maxorata, 31;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;8;10;-14.353293;28.051776
H-35-2-0000022;Sbh Taro Beach;Hotelera;Hotel;Cuatro Estrellas;Urb. Cañada Del Río, Avda. Ltu, S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;293;586;-14.222746;28.163938
H-35-2-0000023;El Mirador De Fuerteventura;Hotelera;Hotel;Cuatro Estrellas;Playa Blanca, 45;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;50;102;-13.865657;28.473816
H-35-2-0000024;C.V. Robinson Club Esquinzo Playa;Hotelera;Hotel;Tres Estrellas;Urb. Esquinzo (Bco. El Esquinzo),;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;436;1055;-14.302277;28.076176
H-35-2-0000031;Ifa Altamarena;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Saladar, 28;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35625;238;476;-14.340673;28.048395
H-35-2-0000032;H10 Ocean Dunas;Hotelera;Hotel;Cuatro Estrellas;C/ La Red, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;82;164;-13.869065;28.733968
H-35-2-0000034;Sbh Crystal Beach Hotel & Suites;Hotelera;Hotel;Cuatro Estrellas;Avda. Ltu, 3;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;170;339;-14.223644;28.163992
H-35-2-0000035;Club Barlovento;Hotelera;Hotel;Tres Estrellas;Barranco De Las Damas, Nº 2;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;252;504;-14.220661;28.166066
H-35-2-0000036;Sbh Fuerteventura Playa;Hotelera;Hotel;Cuatro Estrellas;Urb. Cañada Del Rio, Parc. S1-1, Pol. C1,;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;304;618;-14.220647;28.166946
H-35-2-0000037;Riu Palace Jandia;Hotelera;Hotel;Cuatro Estrellas;Urb. Solana Matorral, Parc. 9-A1, 9-A2 Y 10-15,;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35625;201;403;-14.34581;28.049477
H-35-2-0000038;Riu Palace Calypso;Hotelera;Hotel;Cuatro Estrellas;C/ Acantilado, S/N;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;248;496;-14.349474;28.050147
H-35-2-0000039;Tamonante;Hotelera;Pension;Una Estrella;Juan Carlos I, 17;Fuerteventura;Palmas (Las);Tuineje;Gran Tarajal;35626;6;12;-14.022385;28.211181
H-35-2-0000040;Risco Del Gato;Hotelera;Hotel;Dos Estrellas;C/ Sicasumbre, 2;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;51;107;-14.232399;28.152486
H-35-2-0000041;Sbh Maxorata Resort;Hotelera;Hotel;Cuatro Estrellas;"C/ Biocho, 4; Solana Matorral";Fuerteventura;Palmas (Las);Pájara;Morro Jable;35626;601;1210;-14.327502;28.052119
H-35-2-0000043;El Artesano;Hotelera;Pension;Una Estrella;C/ Real, 23;Fuerteventura;Palmas (Las);Antigua;Antigua;35630;10;12;-14.012607;28.424656
H-35-2-0000044;R2 Buganvila;Hotelera;Hotel;Cuatro Estrellas;C/ Las Afortunadas, 2;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;254;509;-14.337606;28.04957
